Nombre común |Nombre inglés |Nombre científico |Clase|Orden |Familia|Golfo de México|Mar Caribe|Pacífico |Fuera del país |Grupo|Nacional/Importado|Objetivo |Incidental |Deportiva |Fomento |Cultivada |Cartel|Tallas de captura (cm)|Tipo de captura (Selectiva, No selectiva|Tipo de arte de pesca|Lista roja IUCN|CITES|NOM-059-SEMARNAT-2010|Tipo de Veda|Veda|Generalidades |Distribución |Cultivada / capturada|Comercio|País de importación|Pacífico zona 1|Pacífico zona 2|Pacífico zona 3|Golfo Mex y Caribe zona 1|Golfo Mex y Caribe zona 2|Golfo Mex y Caribe zona 3|Estado según Arreguín et al. Litoral Oriental del Golfo de California |Estado según Arreguín et al. Litoral centro del Pacífico mexicano|Estado según Arreguín et al. Golfo de Tehuantepec |Estado según Arreguín et al. De Tamaulipas a Tabasco|Estado según Arreguín et al.  Banco de Campeche|Imagen|Datos|||firma
Gurrubata|Atlantic Croaker|Micropogonias undulatus|Actinopterygii|Perciformes|Sciaenidae|1|0|0|0|Escama|Nacional|0|1|0|0|0|2|30-55|No selectiva|Chinchorro playero, red agallera para esteros y línea de costa, red agallera para escama pelágica.||||||Especie marina de hábitos costeros. Habita sobre fondos de fango en aguas costeras y estuarios, donde encuentra su alimento. Se alimenta principalmente de gusanos, crustáceos y peces.|Se distribuye en el Atlántico Occidental, presente en Massachusetts, EE.UU. (excluyendo Florida) y en el norte del Golfo de México.|Capturada|Se utiliza la carne.|||||Sin datos.|Sin datos.|Sin datos.||||||Micropogonias undulatus.png|0|||FMM
Lengado resbaloso|Dover Sole|Microstomus pacificus|Actinopterygii|Pleuronectiformes|Pleuronectidae|0|0|1|0|Lenguados|Nacional|1|0|0|0|0|2|40-76|No selectiva| Redes de enmalle de fondo y redes de arrastre, y en forma secundaria se utilizan líneas de anzuelos.||||||Especie marina de hábitos costeros. Viven en los estuarios, sobre fondos de arena y fango. Se alimentan de peces.|Se distribuye en el Pacífico Oriental, desde el norte de Washington, EE.UU. hasta el sur de Baja California, México.|Capturada|Se utiliza la carne.||Máximo aprovechamiento permisible.|Sin datos.|Sin datos.||||máximo aprovechamiento|colapso|sobre pesca |||Microstomus pacificus.png|1|||FMM
Manta del Golfo|Devil Ray|Mobula hypostoma|Chondrichthyes|Rajiformes|Myliobatidae|1|1|0|0|Mantarrayas|Nacional|0|0|0|0|0|2|80-120|No selectiva|Chinchorro playero, red de enmalle para tiburones y rayas en embarcaciones menores, red agallera para escama pelágica.||||Permanente|Todo el año|Especie marina de hábitos pelágicos. Vive en aguas costeras poco profundas. Se alimenta principalmente de crustáceos planctónicos pero puede comer pequeños cardúmenes de peces. |Se distribuye en el Atlántico Occidental, desde Nueva Jersey, EE.UU. hasta  Brasil  y Argentina.|Capturada|Prohibido.|||||Sin datos.|Sin datos.|Sin datos.||||||Mobula hypostoma.png|0|||FMM
Manta arpón|Spinetail Mobula|Mobula japanica|Chondrichthyes|Rajiformes|Myliobatidae|1|1|1|0|Mantarrayas|Nacional|0|0|0|0|0|2|240-310|No selectiva|Chinchorro playero, red de enmalle para tiburones y rayas en embarcaciones menores, red agallera para escama pelágica.|Casi amenazada|||Permanente|Todo el año|Especie marina pelágica. Se alimenta principalmente de eufáusidos y en menor medida de copépodos y larvas de crustáceos. También pueden alimentarse de peces pequeños. |Se distribuye en todos los mares tropicales. |Capturada|Prohibido.||Sin datos.|Sin datos.|Sin datos.|Sin datos.|Sin datos.|Sin datos.||||||Mobula japanica.png|0|||FMM
Manta chica|Munk's Devil Ray|Mobula munkiana|Chondrichthyes|Rajiformes|Myliobatidae|0|0|1|0|Mantarrayas|Nacional|0|0|0|0|0|2|100-220|No selectiva|Chinchorro playero, red de enmalle para tiburones y rayas en embarcaciones menores, red agallera para escama pelágica.|Casi amenazada|||Permanente|Todo el año|Especie marina de hábitos pelágicos. Se alimenta principalmente de crustáceos planctónicos.|Se distribuye en el Pacífico Oriental, desde el Golfo de California, hasta Ecuador y las Islas Galápagos.|Capturada|Prohibido.||Sin datos.|Sin datos.|Sin datos.|||||||||Mobula munkiana.png|0|||
Manta cornuda|Chilean Devil Ray|Mobula tarapacana|Chondrichthyes|Rajiformes|Myliobatidae|0|0|1|0|Mantarrayas|Nacional|0|0|0|0|0|2|250-328|No selectiva|Chinchorro playero, red de enmalle para tiburones y rayas en embarcaciones menores, red agallera para escama pelágica.||||Permanente|Todo el año|Especie marina de hábitos oceánicos. Se alimenta de pequeños peces y crustáceos planctónicos.|Circuntropical, pero en  localidades dispersas.|Capturada|Prohibido.||Sin datos.|Sin datos.|Sin datos.|||||||||Mobula tarapacana.png|0|||
Manta doblada|Smoothtail Mobula|Mobula thurstoni|Chondrichthyes|Rajiformes|Myliobatidae|1|1|1|0|Mantarrayas|Nacional|0|0|0|0|0|2|150-220|No selectiva|Chinchorro playero, red de enmalle para tiburones y rayas en embarcaciones menores, red agallera para escama pelágica.|Casi amenazada|||Permanente|Todo el año|Especie marina de hábitos oceánicos. Se alimenta principalmente de crustáceos planctónicos.|Circuntropical, pero en  localidades dispersas.|Capturada|Prohibido.||Sin datos.|Sin datos.|Sin datos.|Sin datos.|Sin datos.|Sin datos.||||||Mobula thurstoni.png|0|||FMM
Lisa rayada|Striped Mullet|Mugil cephalus|Actinopterygii|Mugiliformes|Mugilidae|1|1|1|0|Lisas|Nacional|1|0|0|0|0|1|30-90|Selectiva|Red agallera para lisa y liseta o lebrancha.||||Temporal fija|(Pacífico) 1 de noviembre al 31 de diciembre. (Golfo de México) del 1 de diciembre al  28 de febrero.  |Especie marina que vive en las bocas de los ríos y estuarios con fondos arenosos y fangosos. Se alimenta de microalgas, pequeños organismos bentónicos, zooplancton y detritus.| Su distribución es cosmopolita en todos los mares de temperaturas tropicales.|Capturada|Se utiliza la carne.||Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|Sin datos.|Sin datos.|sobre pesca|sobre pesca|colapso|||MugilCephalus.png|1|||FMM
Lisa blanca|White Mullet|Mugil curema|Actinopterygii|Mugiliformes|Mugilidae|1|1|1|0|Lebranchas|Nacional|1|0|0|0|0|1|24-90|Selectiva|Red agallera para lisa y liseta o lebrancha.||||Temporal fija|(Pacífico) Del 1 de abril al 15 de julio. (Golfo de México) del 1 de diciembre al 28 de febrero.   |Especie marina de aguas poco profundas. Vive en fondos arenosos y en zonas de arrecife. Se alimenta de algas y organismos planctónicos.|Se distribuye en todo el Atlántico y Pacífico.|Capturada|Se utiliza la carne.||Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|Sin datos.|Sin datos.|sin datos|máximo aprovechamiento|sobre pesca|||MugilCurema.png|1|||FMM
Lisa hospe|Hospe Mullet|Mugil hospes|Actinopterygii|Mugiliformes|Mugilidae|0|0|1|0|Lisas|Nacional|1|0|0|0|0|2|15-25|Selectiva|Red agallera para lisa y liseta o lebrancha.||||||Especie marina de hábitos costeros. Vive en zonas estuarinas y marinas. Se alimenta de microalgas, pequeños organismos bentónicos, zooplancton y detritus.|Se distribuye en el Atlántico Occidental, desde Belice a Brasil y en el Pacífico Oriental, desde México (hay registros desde el Golfo de California) a Ecuador.|Capturada|Se utiliza la carne.||Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.||||sobre pesca|sobre pesca|colapso|||Mugil hospes.png|1|||FMM
Cazón californiano|Gray Smooth Hound|Mustelus californicus|Chondrichthyes|Carcharhiniformes|Triakidae|0|0|1|0|Cazones|Nacional|1|0|0|0|0|1|35-116|No selectiva|Chinchorro playero, red de enmalle para tiburones y rayas en embarcaciones menores.||||Temporal fija|(Pacífico) del 1 de mayo al 31 de julio.|Especie marina de hábitos oceánicos y costeros. Se alimenta de cangrejos, camarones, gusanos y algunos peces.|Se distribuye en el Pacífico Oriental, desde el norte de California hasta el Golfo de California.|Capturada|Se utiliza la carne, aceite de hígado, piel, el aleteo está prohibido.||Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.||||sobre pesca|sobre pesca|sobre pesca|||MustelusCalifornicus.png|1|||FMM
Cazón mamón|Dusky Smooth Hound|Mustelus canis|Chondrichthyes|Carcharhiniformes|Triakidae|1|1|0|0|Cazones|Nacional|1|0|0|0|0|2|100-150|No selectiva|Red de enmalle para tiburones y rayas en embarcaciones menores.|Casi amenazada|||Temporal fija|(Golfo de México y Caribe) del 1 de mayo al 29 de agosto. |Especie marina de hábitos oceánicos y costeros. Se alimenta de crustáceos grandes, principalmente de cangrejos, pero también en gran medida de las langostas.|Se distribuye en el Atlántico Occidental, desde Massachusetts a Florida, EE.UU., el norte y el oeste del Golfo de México.|Capturada|Se utiliza la carne, aceite de hígado, piel, el aleteo está prohibido.|||||Sin datos.|Sin datos.|Sin datos.||||||Mustelus canis.png|0|||FMM
Cazón aleta deshilachada|Brown Smooth-Hound|Mustelus henlei|Chondrichthyes|Carcharhiniformes|Triakidae|0|0|1|0|Cazones|Nacional|1|0|0|0|0|1|54-100|No selectiva|Chinchorro playero, red de enmalle para tiburones y rayas en embarcaciones menores.||||Temporal fija|(Pacífico) del 1 de mayo al 31 de julio.|Especie marina de hábitos oceánicos y costeros. Vive desde la zona intermareal hasta los 200 metros de profundidad. Se alimenta de crustáceos, moluscos y peces.|Se distribuye en el Pacífico Oriental, desde California hasta Perú.|Capturada|Se utiliza la carne, aceite de hígado, piel, el aleteo está prohibido.||Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.||||sobre pesca|sobre pesca|sobre pesca|||MustelusHenlei.png|1|||FMM
Cazón mamón|Sicklefin Smooth-Hound|Mustelus lunulatus|Chondrichthyes|Carcharhiniformes|Triakidae|0|0|1|0|Cazones|Nacional|1|0|0|0|0|1|43-170|No selectiva|Chinchorro playero, red de enmalle para tiburones y rayas en embarcaciones menores.||||Temporal fija|(Pacífico) del 1 de mayo al 31 de julio.|Especie marina de hábitos costeros. Vive en la zona intermareal hasta los 100 metros de profundidad. Se alimenta de crustáceos, moluscos y peces.|Se distribuye en el Pacífico Oriental, desde California a Panamá.|Capturada|Se utiliza la carne, aceite de hígado, piel, el aleteo está prohibido.||Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.||||sobre pesca|sobre pesca|sobre pesca|||MustelusLunulatus.png|1|||FMM
Negrillo|Black Grouper|Mycteroperca bonaci|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Meros|Nacional|1|0|0|0|0|2|70-150|Selectiva|Línea de mano para peces pelágicos y demersales, palangre para mero.|Casi amenazada|||Temporal fija| (Golfo de México y Caribe) del 15 febrero al 15 de marzo.|Especie marina de hábitos costeros. Vive en arrecifes rocosos y coralinos.Se alimenta de peces y crustáceos.  |Se distribuye en el Atlántico Occidental, desde Massachusetts hasta Brasil. |Capturada|Se utiliza la carne.|||||En deterioro.|En deterioro.|En deterioro.||||||Mycteroperca bonaci.png|1|||FMM
Chema boca amarilla|Yellowmouth Grouper|Mycteroperca interstitialis|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Meros|Nacional|1|1|0|0|0|2|40-84|No selectiva|Pangas con palangre o cimbra baquetera, red agallera mantera, línea de mano, y barcos escameros de arrastre.|Vulnerable|||Temporal fija| (Golfo de México y Caribe) del 15 febrero al 15 de marzo.|Especie marina de hábitos costeros.Vive en fondos rocosos o coralinos . Se alimenta de peces. |Se distribuye en el Atlántico Occidental, desde el  Golfo de México,  Bermudas, Caribe (principalmente localidades insulares), y Brasil.|Capturada|Se utiliza la carne.|||||En deterioro.|En deterioro.|En deterioro.||||||Mycteroperca interstitialis.png|1|||FMM
Baya|Gulf Grouper |Mycteroperca jordani|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Baquetas|Nacional|0|1|0|0|0|2|90-180|Selectiva|Capturada ocasionalmente con línea y anzuelo en el norte del golfo, o por arponeros furtivos.|En peligro|||||Especie marina de hábitos costeros.Se alimenta de langostas y peces grandes, incluyendo juveniles de tiburón martillo.|Se distribuye desde  desde  La Jolla, California, EE.UU. hasta  Mazatlan, México. incluyendo todo el Golfo de California. Existen registros confirmados de la especie de las Islas Revillagigedo (México).|Capturada|Se utiliza la carne.||Sin datos.|Sin datos.|Sin datos.||||sin datos|sin datos |sin datos|||Mycteroperca jordani.png|0|||FMM
Guacamayo|Gag|Mycteroperca microlepis|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Meros|Nacional|1|0|0|0|0|2|50-145|Selectiva|Línea de mano para peces pelágicos y demersales, palangre para mero.||||Temporal fija| (Golfo de México y Caribe) del 15 febrero al 15 de marzo.|Especie marina de hábitos costeros. Vive en zonas rocosas. Se alimenta de peces, algunos cangrejos, camarones y cefalópodos.|Se distribuye en el Atlántico Occidental, desde Carolina del Norte, EE.UU.  a la Península de Yucatán, México.|Capturada|Se utiliza la carne.|||||En deterioro.|En deterioro.|En deterioro.||||||Mycteroperca microlepis.png|1|||FMM
Abadejo garropa|Scamp|Mycteroperca phenax|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Meros|Nacional|1|0|0|0|0|2|30-107|Selectiva|mantera, línea de mano, y barcos escameros de arrastre.||||Temporal fija| (Golfo de México y Caribe) del 15 febrero al 15 de marzo.|Especie marina de hábitos costeros. Vive sobre fondos rocosos en el este del Golfo de México,  a profundidades de 30 a 100 m. Los juveniles se encuentran en aguas poco profundas.|Se distribuye en el Atlántico Centro-Occidental, desde el  Golfo de México hasta el sur del Mar Caribe. |Capturada|Se utiliza la carne.|||||En deterioro.|En deterioro.|En deterioro.||||||Mycteroperca phenax.png|1|||FMM
Cabrilla chiruda|Sawtail Grouper|Mycteroperca prionura|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Garropas|Nacional|0|1|0|0|0|2|70-105|No selectiva|Pangas con palangre o cimbra baquetera, red agallera.|Casi amenazada|||||Especie marina de hábitos costeros. Vive en arrecifes rocosos, común en zona de grandes rocas con gorgonias y corales negros. Se alimenta de peces y crustáceos.|Se distribuye en el Pacífico Centro-Oriental, desde el Golfo de California hasta al sur de Jalisco, México.|Capturada|Se utiliza la carne.||Sin datos.||||||sin datos|sin dartos|sin datos |||Mycteroperca prionura.png|0|||FMM
Cabrilla sardinera|Leopard Grouper|Mycteroperca rosacea|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Cabrillas|Nacional|0|1|0|0|0|2|50-86|No selectiva|Red agallera para escama pelágica, red agallera para escama de fondo, red agallera para esteros y línea de costa.|Vulnerable|||||Especie marina de hábitos costeros. Vive zonas rocosas  a profundidades de unos 50 m. Se alimentan durante todo el día de una variedad de peces y crustáceos bentónicos.|Se distribuye en el  Pacífico Centro-Oriental, desde  la costa suroeste de Baja California a lo largo del Golfo de California a Jalisco, México. |Capturada|Se utiliza la carne.||En deterioro.|En deterioro.|En deterioro.||||sobre pesca|colapso|sobre pesca|||Mycteroperca rosacea.png|1|||FMM
Cabrilla gato|Tiger Grouper|Mycteroperca tigris|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Meros|Nacional|0|1|0|0|0|2|40-101|No selectiva|Red agallera para escama pelágica, red agallera para escama de fondo, red agallera para esteros y línea de costa.||||Temporal fija| (Golfo de México y Caribe) del 15 febrero al 15 de marzo.|Especie marina de hábitos costeros. Vive en  arrecifes de coral y zonas rocosas . Se alimenta de peces y crustáceos.|Se distribuye en el Atlántico occidental, desde  el sur de Florida ( EE.UU. ) y el Golfo de México hasta Brasil .|Capturada|Se utiliza la carne.|||||Sin datos.|Sin datos.|Sin datos.||||||Mycteroperca tigris.png|0|||FMM
Guacamayo|Yellowfin Grouper|Mycteroperca venenosa|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Meros|Nacional|0|1|0|0|0|2|50-100|Selectiva|Línea de mano para peces pelágicos y demersales, palangre para mero.|Casi amenazada|||Temporal fija| (Golfo de México y Caribe) del 15 febrero al 15 de marzo.|Especie marina de aguas poco profundas. Vive en cuevas submarinas y en arrecifes. Los juveniles viven en las praderas de pastos marinos. Se alimenta decrustáceos, pequeños invertebrados y peces.|Se distribuye en el Atlántico Occidental, desde Florida al sur de Brasil.|Capturada|Se utiliza la carne.|||||En deterioro.|Sin datos.|Sin datos.||||||Mycteroperca venenosa.png|1|||
Cabrilla plomuda|Broomtail Grouper|Mycteroperca xenarcha|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Cabrillas|Nacional|0|1|0|0|0|1|42-150|Selectiva|Línea de mano para peces pelágicos y demersales. ||||||Especie marina de hábitos costeros. Vive en zonas de manglar, estuarios y fondos rocosos. Se alimenta de peces y crustáceos.|Se distribuye en el Pacífico Oriental, desde California a Perú. |Capturada|Se utiliza la carne.||Sin datos.|Máximo aprovechamiento permisible.|Sin datos.||||Sin datos|Sin datos|Sin datos|||MycteropercaXenarcha.png|1|||
Gavilan|Bat eagle Ray|Myliobatis californica|Chondrichthyes|Rajiformes|Myliobatidae|0|0|1|0|Rayas|Nacional|1|0|0|0|0|2|100-180|No selectiva|Chinchorro playero, red de enmalle para tiburones y rayas en embarcaciones menores, red agallera para escama pelágica.||||Temporal fija| (Pacífico) del 1 de mayo al 31 de julio.|Especie marina de hábitos costeros. Vive cerca de bahías con fondos arenosos, fangosos y rocosos. Se alimenta de bivalvos, caracoles, poliquetos, camarones y cangrejos. |Se distribuye en el Pacífico Oriental, desde Oregon, EE.UU. hasta el Golfo de California.|Capturada|Se utiliza la carne.||Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|||||||||Myliobatis californica.png|1|||FMM
Pejechucho|Southern Eagle Ray|Myliobatis goodei|Chondrichthyes|Rajiformes|Myliobatidae|0|0|1|0|Rayas|Nacional|1|0|0|0|0|2|80-125|No selectiva|Chinchorro playero, red de enmalle para tiburones y rayas en embarcaciones menores, red agallera para escama pelágica.||||Temporal fija| (Pacífico) del 1 de mayo al 31 de julio.|Especie marina de aguas costeras. Vive en estuarios y lagunas costeras. Se alimenta de pequeños invertebrados. |Se distribuye en todo el mundo en aguas tropicales. |Capturada|Se utiliza la carne.||Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|||||||||Myliobatis goodei.png|1|||FMM
Águila picuda|Longnose Eagle Ray|Myliobatis longirostris|Chondrichthyes|Rajiformes|Myliobatidae|0|0|1|0|Rayas|Nacional|1|0|0|0|0|2|60-95|No selectiva|Chinchorro playero, red de enmalle para tiburones y rayas en embarcaciones menores, red agallera para escama pelágica.|Casi amenazada|||Temporal fija| (Pacífico) del 1 de mayo al 31 de julio.|Especie marina y costera. Vive en fondos lodosos y fangosos y en estuarios. Se alimenta de peces y crustáceos. Ovovipara.|Se distribuye en el Pacífico Oriental, conocida desde el Golfo de California hasta Sechura, Perú.|Capturada|Se utiliza la carne.||Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|||||||||Myliobatis longirostris.png|1|||
